date,open,high,low,close,volume
2020-04-08,208.9208,228.8609,208.2402,227.1962,2415200
2020-04-09,221.6041,228.1527,220.6751,223.0021,2191200
2020-04-13,221.4569,223.9494,218.5781,221.227,1036600
2020-04-14,226.0373,233.7907,225.559,231.7857,2145600
2020-04-15,229.1552,233.9379,225.4394,230.3693,2424600
2020-04-16,234.085,251.4499,230.5072,250.0243,2717300
2020-04-17,256.6189,257.4375,242.0869,246.3269,1954700
2020-04-20,241.4155,251.2844,240.229,242.0777,1597900
2020-04-21,234.5357,239.0425,229.2932,229.3576,1617900
2020-04-22,234.6185,244.1931,234.3518,241.8569,1174000
2020-04-23,243.4665,244.8737,237.6997,240.5601,1587400
2020-04-24,244.1747,245.7842,239.6587,242.9238,1390700
2020-04-27,246.0877,249.9322,241.9029,248.3871,1794200
2020-04-28,252.2133,254.5862,240.9739,246.6948,1789900
2020-04-29,257.5295,259.6909,242.8135,258.0905,2080800
2020-04-30,256.3705,263.0295,254.0344,258.2009,2098700
2020-05-01,253.2434,254.7701,243.4112,247.9364,1240800
2020-05-04,246.4924,251.5603,243.7792,249.2517,1241600
2020-05-05,252.4709,256.4442,248.1573,252.9951,1177000
2020-05-06,254.0987,255.5611,248.3319,248.9022,908800
2020-05-07,251.8914,252.1949,243.7424,244.4046,1003400
2020-05-08,248.7918,252.7099,247.2374,252.3144,969000
2020-05-11,249.1965,254.5126,249.1689,250.5117,1157400
2020-05-12,253.7401,258.2469,251.0544,251.0544,1311800
2020-05-13,249.3253,250.9992,241.1947,246.3085,1711400
2020-05-14,243.8896,252.2501,242.1605,251.3487,1300700
2020-05-15,249.3068,257.373,248.8654,255.7727,1174100
2020-05-18,262.1006,264.6759,256.5177,257.4927,1324500
2020-05-19,257.5294,263.0479,255.6807,258.5412,1013100
2020-05-20,262.1282,262.1282,255.8371,257.5294,1122200
2020-05-21,256.5638,260.4175,254.8346,256.3154,1084300
2020-05-22,256.7017,257.2903,253.4642,254.8714,889800
2020-05-26,260.9969,263.0387,258.0445,260.675,1248100
2020-05-27,263.2779,264.5563,255.2945,264.1976,1348400
2020-05-28,266.7269,272.88,265.4485,267.987,1303000
2020-05-29,268.4652,271.2152,263.7469,270.507,1859000
2020-06-01,269.6977,270.3967,262.3305,266.7545,1470800
2020-06-02,267.8122,272.6133,264.492,270.5899,1219900
2020-06-03,272.2454,275.299,264.8046,266.0555,1388700
2020-06-04,263.8205,265.3289,257.1064,259.4517,1511500
2020-06-05,260.6106,267.2051,259.4793,264.7862,1730100
2020-06-08,263.3699,277.4512,263.1399,276.4671,1829800
2020-06-09,276.7992,276.7992,267.5725,268.5044,1356000
2020-06-10,270.3405,270.4697,264.3709,266.2255,1185400
2020-06-11,261.9443,262.1934,241.9871,244.0815,2126600
2020-06-12,251.4813,253.0591,239.2468,245.1888,1464400
2020-06-15,237.8905,244.2845,231.478,242.0424,2096600
2020-06-16,251.8873,252.0533,244.0815,246.748,1428500
2020-06-17,247.883,248.6857,243.7402,245.1703,1181500
2020-06-18,243.5095,245.3456,240.068,244.995,1062300
2020-06-19,249.3684,251.5643,245.7331,245.8254,1824600
2020-06-22,244.506,245.9177,241.3505,244.6997,997300
2020-06-23,247.4862,249.6821,244.6444,248.1874,890200
2020-06-24,244.5798,245.4287,235.141,237.4107,1497800
2020-06-25,236.8571,241.1474,233.6831,240.8153,1469600
2020-06-26,239.7543,244.183,234.7534,235.8791,1997400
2020-06-29,238.1858,242.0056,237.4568,239.2191,1365800
2020-06-30,239.662,244.1369,236.8848,242.6422,1195600
2020-07-01,246.5266,249.2116,244.0723,247.9014,1110100
2020-07-02,249.9959,252.7454,246.3236,246.3513,1008000
2020-07-06,250.3833,250.6232,246.4528,248.1966,859600
2020-07-07,245.9085,248.086,243.9709,244.4046,862900
2020-07-08,245.6778,246.2867,240.2894,242.2363,1110100
2020-07-09,241.941,243.6202,234.8641,235.2793,1265600
2020-07-10,237.0601,237.1247,234.126,235.2793,982200
2020-07-13,236.5618,242.107,236.2112,237.6598,1325500
2020-07-14,236.6079,243.4725,236.285,243.0943,1754100
2020-07-15,242.8913,247.6338,239.8004,246.6096,1557400
2020-07-16,246.6096,248.3996,243.288,243.6663,1131200
2020-07-17,245.5394,247.5785,244.4045,245.7701,1036000
2020-07-20,245.5393,246.6927,238.8224,238.97,1309800
2020-07-21,240.3816,248.2427,239.745,245.161,1555900
2020-07-22,245.687,247.5046,240.8614,247.357,1006800
2020-07-23,247.1356,249.9405,245.7701,249.0547,1004700
2020-07-24,250.042,252.5424,248.7226,249.5714,1104400
2020-07-27,248.1966,248.9255,242.9374,243.5741,1615200
2020-07-28,242.9836,246.988,242.9098,244.7182,1228600
2020-07-29,246.8219,263.2453,246.6466,259.7853,1961000
2020-07-30,255.0428,258.0414,251.2875,255.7532,1085200
2020-07-31,255.6241,255.9932,249.4884,252.6255,1009700
2020-08-03,253.9356,255.9378,248.5288,249.8113,988000
2020-08-04,248.5472,251.7581,247.0156,249.9405,953900
2020-08-05,251.7489,254.6645,249.313,254.3323,1301700
2020-08-06,253.6588,256.1685,248.2704,250.4849,1002300
2020-08-07,250.2542,256.6667,250.2542,255.2642,928300
2020-08-10,255.661,258.4843,254.8767,257.2849,754400
2020-08-11,261.1785,265.7272,257.5063,258.6504,1416900
2020-08-12,260.7819,264.0481,258.7612,261.2801,817100
2020-08-13,259.9883,260.5326,256.842,260.4957,687900
2020-08-14,258.7612,263.2084,257.5248,261.3262,567700
2020-08-17,261.5845,263.7343,260.3574,261.2155,817200
2020-08-18,262.0735,263.559,260.0529,260.6065,959100
2020-08-19,260.9109,264.1587,260.874,261.483,634000
2020-08-20,260.0343,261.8059,258.8533,259.9605,813800
2020-08-21,260.6526,264.131,259.9606,262.6179,957600
2020-08-24,264.5924,264.8046,256.8605,257.571,729600
2020-08-25,259.0379,259.2133,253.8803,255.0889,870900
2020-08-26,255.3011,255.3104,246.1667,249.313,1342000
2020-08-27,250.4202,257.0911,248.455,253.3543,1360800
2020-08-28,253.4373,257.4324,250.8354,255.8362,643300
2020-08-31,254.849,262.3595,254.8305,259.7483,1514500
2020-09-01,256.5191,258.9365,251.7304,251.9611,1712800
2020-09-02,253.4005,259.4347,252.3855,258.3183,1388600
2020-09-03,260.0437,262.378,252.9853,255.578,1247500
2020-09-04,256.7128,257.6816,249.5806,254.8583,874700
2020-09-08,253.7326,253.9817,245.7239,246.545,1191000
2020-09-09,248.0914,249.4063,244.9709,247.6192,1023900
2020-09-10,248.2303,250.0359,241.2949,241.5264,1096100
2020-09-11,243.2301,245.8413,235.6373,238.9245,1336700
2020-09-14,239.8134,249.2674,239.8134,245.934,1448100
2020-09-15,246.1932,247.5543,239.7022,240.8874,1250300
2020-09-16,242.4338,246.0543,239.3781,244.1005,997400
2020-09-17,242.1098,244.9802,240.2023,243.5265,820100
2020-09-18,242.6468,246.6006,241.193,244.6283,2162500
2020-09-21,238.1929,238.7856,231.8594,238.6281,1567800
2020-09-22,237.8041,239.4708,228.1371,229.1186,1977600
2020-09-23,229.8223,232.4242,226.8963,227.5352,1669100
2020-09-24,226.8963,230.8131,226.0259,230.3594,1311900
2020-09-25,229.1649,237.1374,227.9704,236.3503,1321900
2020-09-28,239.6652,242.4153,236.841,238.0262,913800
2020-09-29,239.2208,242.369,237.5633,240.5542,862000
2020-09-30,240.3041,251.073,239.5911,248.7025,1312800
2020-10-01,248.7025,250.7211,246.4062,250.1656,918100
2020-10-02,246.1099,259.7122,244.8598,254.6472,1582500
2020-10-05,256.4713,263.8975,256.1935,263.703,965700
2020-10-06,264.9623,269.1198,261.5825,262.6382,1086400
2020-10-07,264.1105,272.1755,264.1105,271.4162,969800
2020-10-08,272.6941,272.6941,267.3606,271.5737,1000000
2020-10-09,273.157,276.3516,272.0736,272.6107,813500
2020-10-12,273.5552,278.6387,272.6293,276.4627,1037700
2020-10-13,275.0645,277.0738,273.1755,275.4163,870100
2020-10-14,273.3978,276.0553,268.1661,270.694,1014400
2020-10-15,266.1939,274.9257,265.9069,273.0645,785100
2020-10-16,273.2496,278.1294,271.1569,274.8885,768900
2020-10-19,274.083,276.296,268.7217,270.5736,946900
2020-10-20,271.4718,274.5089,269.4069,269.6292,822700
2020-10-21,268.9903,275.2775,268.8421,274.2312,898300
2020-10-22,275.0275,283.6203,274.5089,282.574,1176600
2020-10-23,284.0093,288.6668,282.7129,287.7501,1489400
2020-10-26,284.8333,285.426,275.6664,277.5553,1205300
2020-10-27,275.7311,278.2497,271.3143,276.7497,1532100
2020-10-28,266.6012,275.6478,264.1104,264.6382,1557800
2020-10-29,263.4067,264.2215,252.1748,253.0267,1737100
2020-10-30,253.6379,254.6657,249.0915,252.6008,1567700
2020-11-02,257.5917,258.9713,250.4155,257.6472,2193900
2020-11-03,261.74,273.7033,261.027,271.731,1790100
2020-11-04,289.6391,307.7878,288.6668,303.584,3987700
2020-11-05,304.3802,309.3618,294.2224,295.9355,2333200
2020-11-06,294.3892,294.6022,289.1205,290.1206,1606400
2020-11-09,310.1767,312.6768,298.0004,298.5375,1617600
2020-11-10,299.1301,305.8063,291.1484,304.2321,1975600
2020-11-11,305.7414,308.1119,299.1949,299.4264,1517700
2020-11-12,298.9171,306.7414,297.2226,305.4914,1504300
2020-11-13,305.51,309.9175,303.4728,308.3063,1205500
2020-11-16,311.0471,313.1583,305.6025,308.4822,1344600
2020-11-17,304.3895,308.1581,301.982,305.4173,1038500
2020-11-18,306.6396,308.797,298.2782,298.5097,1351000
2020-11-19,296.8801,297.0467,288.5928,288.7594,1610700
2020-11-20,288.3705,289.0094,282.111,282.9907,2311500
2020-11-23,284.9167,290.5094,284.9167,287.6575,1169600
2020-11-24,287.5742,294.3429,287.0464,290.6946,1302800
2020-11-25,291.741,291.741,283.9537,286.1667,1180800
2020-11-27,285.8333,290.3242,285.4166,289.639,533300
2020-11-30,288.7038,291.9539,286.4352,288.4538,1645700
2020-12-01,293.5281,302.6487,290.1113,290.6576,1364200
2020-12-02,289.9353,297.8245,289.889,294.8707,1131700
2020-12-03,294.6114,301.4265,294.5466,299.1116,1255000
2020-12-04,298.6751,303.5879,298.1829,300.2167,931400
2020-12-07,298.5915,301.0804,294.4217,296.4741,697500
2020-12-08,294.0781,299.9567,293.3723,299.6781,1637000
2020-12-09,299.7338,300.9597,293.6973,295.7312,1016500
2020-12-10,295.0067,296.2976,291.1248,291.3756,1224500
2020-12-11,289.899,293.3816,288.0416,289.1932,1372900
